StartTime,PublishTime,Generation
2024-01-01 04:00:00,2024-01-01 00:00:00,3051.1
2024-01-01 04:00:00,2023-12-31 16:00:00,3027.9
2024-01-01 04:00:00,2023-12-31 04:00:00,2989.0
2024-01-01 04:30:00,2024-01-01 03:30:00,3083.4
2024-01-01 04:30:00,2024-01-01 00:30:00,3092.6
2024-01-01 04:30:00,2023-12-31 16:30:00,3050.8
2024-01-01 04:30:00,2023-12-31 04:30:00,3036.2
2024-01-01 05:00:00,2024-01-01 04:00:00,3113.6
2024-01-01 05:00:00,2024-01-01 01:00:00,3134.5
2024-01-01 05:00:00,2023-12-31 17:00:00,3089.2
2024-01-01 05:00:00,2023-12-31 05:00:00,3109.8
2024-01-01 05:30:00,2024-01-01 04:30:00,3148.7
2024-01-01 05:30:00,2024-01-01 01:30:00,3178.1
2024-01-01 05:30:00,2023-12-31 17:30:00,3145.3
2024-01-01 05:30:00,2023-12-31 05:30:00,3203.4
2024-01-01 06:00:00,2024-01-01 05:00:00,3187.3
2024-01-01 06:00:00,2024-01-01 02:00:00,3219.8
2024-01-01 06:00:00,2023-12-31 18:00:00,3212.4
2024-01-01 06:00:00,2023-12-31 06:00:00,3301.2
2024-01-01 06:30:00,2024-01-01 05:30:00,3222.2
2024-01-01 06:30:00,2024-01-01 02:30:00,3251.6
2024-01-01 06:30:00,2023-12-31 18:30:00,3276.4
2024-01-01 06:30:00,2023-12-31 06:30:00,3381.4
2024-01-01 07:00:00,2024-01-01 06:00:00,3242.4
2024-01-01 07:00:00,2024-01-01 03:00:00,3263.5
2024-01-01 07:00:00,2023-12-31 19:00:00,3319.2
2024-01-01 07:00:00,2023-12-31 07:00:00,3422.1
2024-01-01 07:30:00,2024-01-01 06:30:00,3236.1
2024-01-01 07:30:00,2024-01-01 03:30:00,3245.5
2024-01-01 07:30:00,2023-12-31 19:30:00,3323.4
2024-01-01 07:30:00,2023-12-31 07:30:00,3406.3
2024-01-01 08:00:00,2024-01-01 07:00:00,3193.3
2024-01-01 08:00:00,2024-01-01 04:00:00,3190.6
2024-01-01 08:00:00,2023-12-31 20:00:00,3276.5
2024-01-01 08:00:00,2023-12-31 08:00:00,3326.5
2024-01-01 08:30:00,2024-01-01 07:30:00,3108.7
2024-01-01 08:30:00,2024-01-01 04:30:00,3096.3
2024-01-01 08:30:00,2023-12-31 20:30:00,3174.2
2024-01-01 08:30:00,2023-12-31 08:30:00,3186.3
2024-01-01 09:00:00,2024-01-01 08:00:00,2983.2
2024-01-01 09:00:00,2024-01-01 05:00:00,2966.0
2024-01-01 09:00:00,2023-12-31 21:00:00,3021.6
2024-01-01 09:00:00,2023-12-31 09:00:00,3000.3
2024-01-01 09:30:00,2024-01-01 08:30:00,2823.9
2024-01-01 09:30:00,2024-01-01 05:30:00,2807.9
2024-01-01 09:30:00,2023-12-31 21:30:00,2832.5
2024-01-01 09:30:00,2023-12-31 09:30:00,2790.3
2024-01-01 10:00:00,2024-01-01 09:00:00,2642.9
2024-01-01 10:00:00,2024-01-01 06:00:00,2634.0
2024-01-01 10:00:00,2023-12-31 22:00:00,2626.5
2024-01-01 10:00:00,2023-12-31 10:00:00,2581.0
2024-01-01 10:30:00,2024-01-01 09:30:00,2454.8
2024-01-01 10:30:00,2024-01-01 06:30:00,2456.9
2024-01-01 10:30:00,2023-12-31 22:30:00,2424.1
2024-01-01 10:30:00,2023-12-31 10:30:00,2393.9
2024-01-01 11:00:00,2024-01-01 10:00:00,2273.7
2024-01-01 11:00:00,2024-01-01 07:00:00,2288.1
2024-01-01 11:00:00,2023-12-31 23:00:00,2242.8
2024-01-01 11:00:00,2023-12-31 11:00:00,2242.6
2024-01-01 11:30:00,2024-01-01 10:30:00,2110.0
2024-01-01 11:30:00,2024-01-01 07:30:00,2135.1
2024-01-01 11:30:00,2023-12-31 23:30:00,2093.4
2024-01-01 11:30:00,2023-12-31 11:30:00,2130.5
2024-01-01 12:00:00,2024-01-01 11:00:00,1968.7
2024-01-01 12:00:00,2024-01-01 08:00:00,2000.1
2024-01-01 12:00:00,2024-01-01 00:00:00,1977.1
2024-01-01 12:00:00,2023-12-31 12:00:00,2049.9
2024-01-01 12:30:00,2024-01-01 11:30:00,1848.7
2024-01-01 12:30:00,2024-01-01 08:30:00,1880.6
2024-01-01 12:30:00,2024-01-01 00:30:00,1886.8
2024-01-01 12:30:00,2023-12-31 12:30:00,1984.7
2024-01-01 13:00:00,2024-01-01 12:00:00,1744.0
2024-01-01 13:00:00,2024-01-01 09:00:00,1770.4
2024-01-01 13:00:00,2024-01-01 01:00:00,1809.1
2024-01-01 13:00:00,2023-12-31 13:00:00,1915.6
2024-01-01 13:30:00,2024-01-01 12:30:00,1644.7
2024-01-01 13:30:00,2024-01-01 09:30:00,1661.0
2024-01-01 13:30:00,2024-01-01 01:30:00,1727.8
2024-01-01 13:30:00,2023-12-31 13:30:00,1824.0
2024-01-01 14:00:00,2024-01-01 13:00:00,1541.6
2024-01-01 14:00:00,2024-01-01 10:00:00,1545.6
2024-01-01 14:00:00,2024-01-01 02:00:00,1629.0
2024-01-01 14:00:00,2023-12-31 14:00:00,1698.8
2024-01-01 14:30:00,2024-01-01 13:30:00,1427.8
2024-01-01 14:30:00,2024-01-01 10:30:00,1420.4
2024-01-01 14:30:00,2024-01-01 02:30:00,1504.8
2024-01-01 14:30:00,2023-12-31 14:30:00,1538.4
2024-01-01 15:00:00,2024-01-01 14:00:00,1301.5
2024-01-01 15:00:00,2024-01-01 11:00:00,1286.3
2024-01-01 15:00:00,2024-01-01 03:00:00,1356.0
2024-01-01 15:00:00,2023-12-31 15:00:00,1352.5
2024-01-01 15:30:00,2024-01-01 14:30:00,1166.6
2024-01-01 15:30:00,2024-01-01 11:30:00,1149.2
2024-01-01 15:30:00,2024-01-01 03:30:00,1192.0
2024-01-01 15:30:00,2023-12-31 15:30:00,1159.7
2024-01-01 16:00:00,2024-01-01 15:00:00,1032.7
2024-01-01 16:00:00,2024-01-01 12:00:00,1019.2
2024-01-01 16:00:00,2024-01-01 04:00:00,1029.5
2024-01-01 16:00:00,2023-12-31 16:00:00,983.6
2024-01-01 16:30:00,2024-01-01 15:30:00,912.6
2024-01-01 16:30:00,2024-01-01 12:30:00,908.1
2024-01-01 16:30:00,2024-01-01 04:30:00,888.3
2024-01-01 16:30:00,2023-12-31 16:30:00,847.4
2024-01-01 17:00:00,2024-01-01 16:00:00,820.0
2024-01-01 17:00:00,2024-01-01 13:00:00,827.4
2024-01-01 17:00:00,2024-01-01 05:00:00,787.3
2024-01-01 17:00:00,2023-12-31 17:00:00,768.7
2024-01-01 17:30:00,2024-01-01 16:30:00,766.0
2024-01-01 17:30:00,2024-01-01 13:30:00,785.5
2024-01-01 17:30:00,2024-01-01 05:30:00,739.7
2024-01-01 17:30:00,2023-12-31 17:30:00,755.3
2024-01-01 18:00:00,2024-01-01 17:00:00,756.9
2024-01-01 18:00:00,2024-01-01 14:00:00,785.4
2024-01-01 18:00:00,2024-01-01 06:00:00,750.1
2024-01-01 18:00:00,2023-12-31 18:00:00,803.5
2024-01-01 18:30:00,2024-01-01 17:30:00,792.7
2024-01-01 18:30:00,2024-01-01 14:30:00,825.1
2024-01-01 18:30:00,2024-01-01 06:30:00,813.8
2024-01-01 18:30:00,2023-12-31 18:30:00,899.2
2024-01-01 19:00:00,2024-01-01 18:00:00,866.7
2024-01-01 19:00:00,2024-01-01 15:00:00,897.0
2024-01-01 19:00:00,2024-01-01 07:00:00,917.3
2024-01-01 19:00:00,2023-12-31 19:00:00,1021.2
2024-01-01 19:30:00,2024-01-01 18:30:00,968.0
2024-01-01 19:30:00,2024-01-01 15:30:00,990.4
2024-01-01 19:30:00,2024-01-01 07:30:00,1042.4
2024-01-01 19:30:00,2023-12-31 19:30:00,1146.6
2024-01-01 20:00:00,2024-01-01 19:00:00,1083.1
2024-01-01 20:00:00,2024-01-01 16:00:00,1094.2
2024-01-01 20:00:00,2024-01-01 08:00:00,1169.9
2024-01-01 20:00:00,2023-12-31 20:00:00,1256.3
2024-01-01 20:30:00,2024-01-01 19:30:00,1199.8
2024-01-01 20:30:00,2024-01-01 16:30:00,1198.6
2024-01-01 20:30:00,2024-01-01 08:30:00,1284.4
2024-01-01 20:30:00,2023-12-31 20:30:00,1339.2
2024-01-01 21:00:00,2024-01-01 20:00:00,1309.3
2024-01-01 21:00:00,2024-01-01 17:00:00,1297.9
2024-01-01 21:00:00,2024-01-01 09:00:00,1377.7
2024-01-01 21:00:00,2023-12-31 21:00:00,1394.8
2024-01-01 21:30:00,2024-01-01 20:30:00,1408.3
2024-01-01 21:30:00,2024-01-01 17:30:00,1391.4
2024-01-01 21:30:00,2024-01-01 09:30:00,1450.6
2024-01-01 21:30:00,2023-12-31 21:30:00,1433.2
2024-01-01 22:00:00,2024-01-01 21:00:00,1499.6
2024-01-01 22:00:00,2024-01-01 18:00:00,1483.2
2024-01-01 22:00:00,2024-01-01 10:00:00,1512.1
2024-01-01 22:00:00,2023-12-31 22:00:00,1471.7
2024-01-01 22:30:00,2024-01-01 21:30:00,1590.4
2024-01-01 22:30:00,2024-01-01 18:30:00,1580.3
2024-01-01 22:30:00,2024-01-01 10:30:00,1576.8
2024-01-01 22:30:00,2023-12-31 22:30:00,1530.7
2024-01-01 23:00:00,2024-01-01 22:00:00,1690.6
2024-01-01 23:00:00,2024-01-01 19:00:00,1691.1
2024-01-01 23:00:00,2024-01-01 11:00:00,1661.0
2024-01-01 23:00:00,2023-12-31 23:00:00,1627.8
2024-01-01 23:30:00,2024-01-01 22:30:00,1809.6
2024-01-01 23:30:00,2024-01-01 19:30:00,1822.4
2024-01-01 23:30:00,2024-01-01 11:30:00,1777.9
2024-01-01 23:30:00,2023-12-31 23:30:00,1773.1
2024-01-02 00:00:00,2024-01-01 23:00:00,1956.6
2024-01-02 00:00:00,2024-01-01 20:00:00,1980.4
2024-01-02 00:00:00,2024-01-01 12:00:00,1937.3
2024-01-02 00:00:00,2024-01-01 00:00:00,1969.4
2024-01-02 00:30:00,2024-01-01 23:30:00,2125.3
2024-01-02 00:30:00,2024-01-01 20:30:00,2156.2
2024-01-02 00:30:00,2024-01-01 12:30:00,2130.0
2024-01-02 00:30:00,2024-01-01 00:30:00,2198.5
2024-01-02 01:00:00,2024-01-02 00:00:00,2313.6
2024-01-02 01:00:00,2024-01-01 21:00:00,2345.8
2024-01-02 01:00:00,2024-01-01 13:00:00,2347.7
2024-01-02 01:00:00,2024-01-01 01:00:00,2443.2
2024-01-02 01:30:00,2024-01-02 00:30:00,2510.4
2024-01-02 01:30:00,2024-01-01 21:30:00,2537.8
2024-01-02 01:30:00,2024-01-01 13:30:00,2572.4
2024-01-02 01:30:00,2024-01-01 01:30:00,2678.8
2024-01-02 02:00:00,2024-01-02 01:00:00,2701.2
2024-01-02 02:00:00,2024-01-01 22:00:00,2719.0
2024-01-02 02:00:00,2024-01-01 14:00:00,2782.6
2024-01-02 02:00:00,2024-01-01 02:00:00,2881.3
2024-01-02 02:30:00,2024-01-02 01:30:00,2871.6
2024-01-02 02:30:00,2024-01-01 22:30:00,2877.3
2024-01-02 02:30:00,2024-01-01 14:30:00,2959.2
2024-01-02 02:30:00,2024-01-01 02:30:00,3033.3
2024-01-02 03:00:00,2024-01-02 02:00:00,3009.5
2024-01-02 03:00:00,2024-01-01 23:00:00,3003.5
2024-01-02 03:00:00,2024-01-01 15:00:00,3088.7
2024-01-02 03:00:00,2024-01-01 03:00:00,3127.3
2024-01-02 03:30:00,2024-01-02 02:30:00,3108.0
2024-01-02 03:30:00,2024-01-01 23:30:00,3093.6
2024-01-02 03:30:00,2024-01-01 15:30:00,3166.0
2024-01-02 03:30:00,2024-01-01 03:30:00,3167.2
2024-01-02 04:00:00,2024-01-02 03:00:00,3166.6
2024-01-02 04:00:00,2024-01-02 00:00:00,3149.1
2024-01-02 04:00:00,2024-01-01 16:00:00,3196.0
2024-01-02 04:00:00,2024-01-01 04:00:00,3166.7
2024-01-02 04:30:00,2024-01-02 03:30:00,3190.6
2024-01-02 04:30:00,2024-01-02 00:30:00,3176.3
2024-01-02 04:30:00,2024-01-01 16:30:00,3190.9
2024-01-02 04:30:00,2024-01-01 04:30:00,3145.8
2024-01-02 05:00:00,2024-01-02 04:00:00,3190.2
2024-01-02 05:00:00,2024-01-02 01:00:00,3184.3
2024-01-02 05:00:00,2024-01-01 17:00:00,3168.2
2024-01-02 05:00:00,2024-01-01 05:00:00,3125.5
2024-01-02 05:30:00,2024-01-02 04:30:00,3177.0
2024-01-02 05:30:00,2024-01-02 01:30:00,3182.8
2024-01-02 05:30:00,2024-01-01 17:30:00,3144.6
2024-01-02 05:30:00,2024-01-01 05:30:00,3122.2
2024-01-02 06:00:00,2024-01-02 05:00:00,3160.9
2024-01-02 06:00:00,2024-01-02 02:00:00,3178.9
2024-01-02 06:00:00,2024-01-01 18:00:00,3132.9
2024-01-02 06:00:00,2024-01-01 06:00:00,3143.6
2024-01-02 06:30:00,2024-01-02 05:30:00,3148.5
2024-01-02 06:30:00,2024-01-02 02:30:00,3176.1
2024-01-02 06:30:00,2024-01-01 18:30:00,3138.5
2024-01-02 06:30:00,2024-01-01 06:30:00,3187.0
2024-01-02 07:00:00,2024-01-02 06:00:00,3140.4
2024-01-02 07:00:00,2024-01-02 03:00:00,3172.6
2024-01-02 07:00:00,2024-01-01 19:00:00,3157.5
2024-01-02 07:00:00,2024-01-01 07:00:00,3239.3
2024-01-02 07:30:00,2024-01-02 06:30:00,3131.5
2024-01-02 07:30:00,2024-01-02 03:30:00,3162.3
2024-01-02 07:30:00,2024-01-01 19:30:00,3178.3
2024-01-02 07:30:00,2024-01-01 07:30:00,3280.7
2024-01-02 08:00:00,2024-01-02 07:00:00,3112.6
2024-01-02 08:00:00,2024-01-02 04:00:00,3136.4
2024-01-02 08:00:00,2024-01-01 20:00:00,3184.4
2024-01-02 08:00:00,2024-01-01 08:00:00,3289.7
2024-01-02 08:30:00,2024-01-02 07:30:00,3072.5
2024-01-02 08:30:00,2024-01-02 04:30:00,3085.2
2024-01-02 08:30:00,2024-01-01 20:30:00,3158.4
2024-01-02 08:30:00,2024-01-01 08:30:00,3248.2
2024-01-02 09:00:00,2024-01-02 08:00:00,3001.2
2024-01-02 09:00:00,2024-01-02 05:00:00,3001.5
2024-01-02 09:00:00,2024-01-01 21:00:00,3086.9
2024-01-02 09:00:00,2024-01-01 09:00:00,3146.5
2024-01-02 09:30:00,2024-01-02 08:30:00,2892.4
2024-01-02 09:30:00,2024-01-02 05:30:00,2882.2
2024-01-02 09:30:00,2024-01-01 21:30:00,2963.7
2024-01-02 09:30:00,2024-01-01 09:30:00,2985.9
2024-01-02 10:00:00,2024-01-02 09:00:00,2746.1
2024-01-02 10:00:00,2024-01-02 06:00:00,2729.6
2024-01-02 10:00:00,2024-01-01 22:00:00,2792.2
2024-01-02 10:00:00,2024-01-01 10:00:00,2778.9
2024-01-02 10:30:00,2024-01-02 09:30:00,2568.4
2024-01-02 10:30:00,2024-01-02 06:30:00,2551.5
2024-01-02 10:30:00,2024-01-01 22:30:00,2584.8
2024-01-02 10:30:00,2024-01-01 10:30:00,2546.5
2024-01-02 11:00:00,2024-01-02 10:00:00,2370.5
2024-01-02 11:00:00,2024-01-02 07:00:00,2359.2
2024-01-02 11:00:00,2024-01-01 23:00:00,2359.9
2024-01-02 11:00:00,2024-01-01 11:00:00,2313.5
2024-01-02 11:30:00,2024-01-02 10:30:00,2167.2
2024-01-02 11:30:00,2024-01-02 07:30:00,2166.2
2024-01-02 11:30:00,2024-01-01 23:30:00,2139.0
2024-01-02 11:30:00,2024-01-01 11:30:00,2103.1
2024-01-02 12:00:00,2024-01-02 11:00:00,1973.2
2024-01-02 12:00:00,2024-01-02 08:00:00,1984.4
2024-01-02 12:00:00,2024-01-02 00:00:00,1940.9
2024-01-02 12:00:00,2024-01-01 12:00:00,1931.7
2024-01-02 12:30:00,2024-01-02 11:30:00,1800.2
2024-01-02 12:30:00,2024-01-02 08:30:00,1822.8
2024-01-02 12:30:00,2024-01-02 00:30:00,1778.6
2024-01-02 12:30:00,2024-01-01 12:30:00,1805.6
2024-01-02 13:00:00,2024-01-02 12:00:00,1655.1
2024-01-02 13:00:00,2024-01-02 09:00:00,1685.4
2024-01-02 13:00:00,2024-01-02 01:00:00,1656.1
2024-01-02 13:00:00,2024-01-01 13:00:00,1720.1
2024-01-02 13:30:00,2024-01-02 12:30:00,1538.2
2024-01-02 13:30:00,2024-01-02 09:30:00,1570.6
2024-01-02 13:30:00,2024-01-02 01:30:00,1568.3
2024-01-02 13:30:00,2024-01-01 13:30:00,1661.0
2024-01-02 14:00:00,2024-01-02 13:00:00,1444.3
2024-01-02 14:00:00,2024-01-02 10:00:00,1472.7
2024-01-02 14:00:00,2024-01-02 02:00:00,1503.0
2024-01-02 14:00:00,2024-01-01 14:00:00,1609.0
2024-01-02 14:30:00,2024-01-02 13:30:00,1364.5
2024-01-02 14:30:00,2024-01-02 10:30:00,1383.8
2024-01-02 14:30:00,2024-01-02 02:30:00,1444.0
2024-01-02 14:30:00,2024-01-01 14:30:00,1544.7
2024-01-02 15:00:00,2024-01-02 14:00:00,1288.3
2024-01-02 15:00:00,2024-01-02 11:00:00,1295.6
2024-01-02 15:00:00,2024-01-02 03:00:00,1375.9
2024-01-02 15:00:00,2024-01-01 15:00:00,1454.0
2024-01-02 15:30:00,2024-01-02 14:30:00,1207.7
2024-01-02 15:30:00,2024-01-02 11:30:00,1203.1
2024-01-02 15:30:00,2024-01-02 03:30:00,1288.8
2024-01-02 15:30:00,2024-01-01 15:30:00,1332.5
2024-01-02 16:00:00,2024-01-02 15:00:00,1118.9
2024-01-02 16:00:00,2024-01-02 12:00:00,1105.3
2024-01-02 16:00:00,2024-01-02 04:00:00,1180.3
2024-01-02 16:00:00,2024-01-01 16:00:00,1186.2
2024-01-02 16:30:00,2024-01-02 15:30:00,1023.6
2024-01-02 16:30:00,2024-01-02 12:30:00,1006.2
2024-01-02 16:30:00,2024-01-02 04:30:00,1057.0
2024-01-02 16:30:00,2024-01-01 16:30:00,1031.1
2024-01-02 17:00:00,2024-01-02 16:00:00,929.5
2024-01-02 17:00:00,2024-01-02 13:00:00,914.4
2024-01-02 17:00:00,2024-01-02 05:00:00,933.5
2024-01-02 17:00:00,2024-01-01 17:00:00,889.4
2024-01-02 17:30:00,2024-01-02 16:30:00,848.1
2024-01-02 17:30:00,2024-01-02 13:30:00,840.8
2024-01-02 17:30:00,2024-01-02 05:30:00,828.4
2024-01-02 17:30:00,2024-01-01 17:30:00,784.3
2024-01-02 18:00:00,2024-01-02 17:00:00,792.2
2024-01-02 18:00:00,2024-01-02 14:00:00,796.4
2024-01-02 18:00:00,2024-01-02 06:00:00,760.4
2024-01-02 18:00:00,2024-01-01 18:00:00,734.4
2024-01-02 18:30:00,2024-01-02 17:30:00,773.5
2024-01-02 18:30:00,2024-01-02 14:30:00,789.9
2024-01-02 18:30:00,2024-01-02 06:30:00,744.0
2024-01-02 18:30:00,2024-01-01 18:30:00,749.9
2024-01-02 19:00:00,2024-01-02 18:00:00,798.5
2024-01-02 19:00:00,2024-01-02 15:00:00,825.0
2024-01-02 19:00:00,2024-01-02 07:00:00,785.4
2024-01-02 19:00:00,2024-01-01 19:00:00,829.0
2024-01-02 19:30:00,2024-01-02 18:30:00,868.4
2024-01-02 19:30:00,2024-01-02 15:30:00,900.3
2024-01-02 19:30:00,2024-01-02 07:30:00,881.6
2024-01-02 19:30:00,2024-01-01 19:30:00,959.6
2024-01-02 20:00:00,2024-01-02 19:00:00,977.3
2024-01-02 20:00:00,2024-01-02 16:00:00,1008.7
2024-01-02 20:00:00,2024-01-02 08:00:00,1020.3
2024-01-02 20:00:00,2024-01-01 20:00:00,1120.9
2024-01-02 20:30:00,2024-01-02 19:30:00,1114.5
2024-01-02 20:30:00,2024-01-02 16:30:00,1139.5
2024-01-02 20:30:00,2024-01-02 08:30:00,1183.5
2024-01-02 20:30:00,2024-01-01 20:30:00,1289.5
2024-01-02 21:00:00,2024-01-02 20:00:00,1266.3
2024-01-02 21:00:00,2024-01-02 17:00:00,1280.6
2024-01-02 21:00:00,2024-01-02 09:00:00,1351.1
2024-01-02 21:00:00,2024-01-01 21:00:00,1443.9
2024-01-02 21:30:00,2024-01-02 20:30:00,1419.1
2024-01-02 21:30:00,2024-01-02 17:30:00,1421.0
2024-01-02 21:30:00,2024-01-02 09:30:00,1505.7
2024-01-02 21:30:00,2024-01-01 21:30:00,1569.8
2024-01-02 22:00:00,2024-01-02 21:00:00,1562.2
2024-01-02 22:00:00,2024-01-02 18:00:00,1553.1
2024-01-02 22:00:00,2024-01-02 10:00:00,1636.1
2024-01-02 22:00:00,2024-01-01 22:00:00,1663.3
2024-01-02 22:30:00,2024-01-02 21:30:00,1690.4
2024-01-02 22:30:00,2024-01-02 18:30:00,1674.4
2024-01-02 22:30:00,2024-01-02 10:30:00,1740.3
2024-01-02 22:30:00,2024-01-01 22:30:00,1731.2
2024-01-02 23:00:00,2024-01-02 22:00:00,1804.4
2024-01-02 23:00:00,2024-01-02 19:00:00,1787.2
2024-01-02 23:00:00,2024-01-02 11:00:00,1824.8
2024-01-02 23:00:00,2024-01-01 23:00:00,1788.9
2024-01-02 23:30:00,2024-01-02 22:30:00,1910.1
2024-01-02 23:30:00,2024-01-02 19:30:00,1897.8
2024-01-02 23:30:00,2024-01-02 11:30:00,1902.7
2024-01-02 23:30:00,2024-01-01 23:30:00,1856.2
2024-01-03 00:00:00,2024-01-02 23:00:00,2020.1
2024-01-03 00:00:00,2024-01-02 20:00:00,2017.5
2024-01-03 00:00:00,2024-01-02 12:00:00,1993.5
2024-01-03 00:00:00,2024-01-02 00:00:00,1955.2
2024-01-03 00:30:00,2024-01-02 23:30:00,2137.2
2024-01-03 00:30:00,2024-01-02 20:30:00,2146.7
2024-01-03 00:30:00,2024-01-02 12:30:00,2104.5
2024-01-03 00:30:00,2024-01-02 00:30:00,2091.0
2024-01-03 01:00:00,2024-01-03 00:00:00,2271.6
2024-01-03 01:00:00,2024-01-02 21:00:00,2292.9
2024-01-03 01:00:00,2024-01-02 13:00:00,2247.8
2024-01-03 01:00:00,2024-01-02 01:00:00,2269.8
2024-01-03 01:30:00,2024-01-03 00:30:00,2425.8
2024-01-03 01:30:00,2024-01-02 21:30:00,2455.3
2024-01-03 01:30:00,2024-01-02 13:30:00,2423.2
2024-01-03 01:30:00,2024-01-02 01:30:00,2482.7
2024-01-03 02:00:00,2024-01-03 01:00:00,2595.6
2024-01-03 02:00:00,2024-01-02 22:00:00,2628.1
2024-01-03 02:00:00,2024-01-02 14:00:00,2621.8
2024-01-03 02:00:00,2024-01-02 02:00:00,2711.4
2024-01-03 02:30:00,2024-01-03 01:30:00,2771.6
2024-01-03 02:30:00,2024-01-02 22:30:00,2800.9
2024-01-03 02:30:00,2024-01-02 14:30:00,2826.7
2024-01-03 02:30:00,2024-01-02 02:30:00,2932.0
2024-01-03 03:00:00,2024-01-03 02:00:00,2940.4
2024-01-03 03:00:00,2024-01-02 23:00:00,2961.1
2024-01-03 03:00:00,2024-01-02 15:00:00,3017.8
2024-01-03 03:00:00,2024-01-02 03:00:00,3120.3
2024-01-03 03:30:00,2024-01-03 02:30:00,3087.6
2024-01-03 03:30:00,2024-01-02 23:30:00,3096.6
2024-01-03 03:30:00,2024-01-02 15:30:00,3175.1
2024-01-03 03:30:00,2024-01-02 03:30:00,3257.0
2024-01-03 04:00:00,2024-01-03 03:00:00,3200.7
2024-01-03 04:00:00,2024-01-03 00:00:00,3197.6
2024-01-03 04:00:00,2024-01-02 16:00:00,3283.5
2024-01-03 04:00:00,2024-01-02 04:00:00,3332.2
2024-01-03 04:30:00,2024-01-03 03:30:00,3271.9
2024-01-03 04:30:00,2024-01-03 00:30:00,3259.2
2024-01-03 04:30:00,2024-01-02 16:30:00,3336.5
2024-01-03 04:30:00,2024-01-02 04:30:00,3347.3
2024-01-03 05:00:00,2024-01-03 04:00:00,3299.5
2024-01-03 05:00:00,2024-01-03 01:00:00,3282.2
2024-01-03 05:00:00,2024-01-02 17:00:00,3336.8
2024-01-03 05:00:00,2024-01-02 05:00:00,3314.5
2024-01-03 05:30:00,2024-01-03 04:30:00,3288.2
2024-01-03 05:30:00,2024-01-03 01:30:00,3272.5
2024-01-03 05:30:00,2024-01-02 17:30:00,3295.9
2024-01-03 05:30:00,2024-01-02 05:30:00,3253.2
2024-01-03 06:00:00,2024-01-03 05:00:00,3247.9
2024-01-03 06:00:00,2024-01-03 02:00:00,3239.3
2024-01-03 06:00:00,2024-01-02 18:00:00,3230.8
2024-01-03 06:00:00,2024-01-02 06:00:00,3185.6
2024-01-03 06:30:00,2024-01-03 05:30:00,3190.7
2024-01-03 06:30:00,2024-01-03 02:30:00,3193.3
2024-01-03 06:30:00,2024-01-02 18:30:00,3159.7
2024-01-03 06:30:00,2024-01-02 06:30:00,3130.4
2024-01-03 07:00:00,2024-01-03 06:00:00,3128.3
2024-01-03 07:00:00,2024-01-03 03:00:00,3143.1
2024-01-03 07:00:00,2024-01-02 19:00:00,3097.7
2024-01-03 07:00:00,2024-01-02 07:00:00,3098.7
2024-01-03 07:30:00,2024-01-03 06:30:00,3068.9
2024-01-03 07:30:00,2024-01-03 03:30:00,3094.3
2024-01-03 07:30:00,2024-01-02 19:30:00,3053.0
2024-01-03 07:30:00,2024-01-02 07:30:00,3091.6
2024-01-03 08:00:00,2024-01-03 07:00:00,3015.8
2024-01-03 08:00:00,2024-01-03 04:00:00,3047.3
2024-01-03 08:00:00,2024-01-02 20:00:00,3025.1
2024-01-03 08:00:00,2024-01-02 08:00:00,3099.1
